Time (BTJD),Normalised flux,batman model,GP model
2714.8200397888463,1.0034554,1.0,0.0005296584303917662
2714.8214286412444,0.99974954,1.0,0.000529378335786479
2714.822817493177,1.002978,1.0,0.0005290961072028644
2714.8242063451094,1.0000001,1.0,0.000528811687112718
2714.8255951975066,1.0037168,1.0,0.0005285250229221106
2714.826984049439,1.001437,1.0,0.0005282360643767969
2714.8283729018376,1.0051756,1.0,0.0005279447684989336
2714.8297617537696,1.0041717,1.0,0.0005276510994014494
2714.831150606167,1.0026668,1.0,0.0005273550343274369
2714.8325394580997,1.0039403,1.0,0.0005270565634081237
2714.833928310498,1.0031116,1.0,0.0005267556855008682
2714.835317162431,0.99821955,1.0,0.0005264524106016744
2714.836706014828,1.0026276,1.0,0.0005261467549957377
2714.8380948667605,1.0015968,1.0,0.0005258387326894098
2714.839483718693,0.9966377,1.0,0.0005255283615703821
2714.840872571091,0.999343,1.0,0.0005252156609667491
2714.8422614230235,1.0032288,1.0,0.0005249006413143853
2714.8436502754216,1.0011613,1.0,0.0005245833091418461
2714.845039127353,1.0019227,1.0,0.0005242636774156484
2714.8464279792856,0.99796057,1.0,0.0005239417626730081
2714.847816831684,1.0019553,1.0,0.0005236175835834356
2714.849205683616,1.0019777,1.0,0.0005232911547594643
2714.8505945360134,0.9976428,1.0,0.0005229624930773724
2714.8519833879463,1.0005003,1.0,0.0005226316184032687
2714.8533722398793,0.9997099,1.0,0.0005222985443114059
2714.8547610922774,1.0020876,1.0,0.0005219632821311659
2714.8561499442085,0.99989176,1.0,0.000521625842506257
2714.8575387961396,1.0055354,1.0,0.0005212862385666206
2714.858927648538,1.0009135,1.0,0.0005209444858045309
2714.8603165004706,1.0015826,1.0,0.0005206006116946771
2714.861705352869,1.0057595,1.0,0.000520254647727425
2714.8630942048007,0.99653506,1.0,0.0005199066316639023
2714.8644830567328,1.0002784,1.0,0.0005195566115139272
2714.8658719091313,1.0007664,1.0,0.000519204628810499
2714.867260761064,0.9979103,1.0,0.0005188507226467909
2714.868649612996,0.99905515,1.0,0.0005184949306571429
2714.870038464928,1.0020645,1.0,0.0005181372837055331
2714.871427317326,1.0028377,1.0,0.000517777808446418
2714.8728161692584,1.0014718,1.0,0.0005174165360424254
2714.8742050211913,1.0026577,1.0,0.0005170535042255953
2714.875593873589,0.9971742,1.0,0.0005166887555989597
2714.8769827255205,1.0035301,1.0,0.0005163223367656844
2714.8783715774534,0.99705046,1.0,0.0005159542890713631
2714.8797604298516,0.9971453,1.0,0.0005155846569349087
2714.8811492817845,0.9969419,1.0,0.0005152134767125727
2714.882538133716,1.0037268,1.0,0.0005148407722335158
2714.8839269856485,1.0058233,1.0,0.0005144665588781017
2714.8853158380466,0.9990528,1.0,0.0005140908604819305
2714.886704689979,0.9991226,1.0,0.0005137137147794846
2714.8880935419115,0.9983051,1.0,0.0005133351579562628
2714.889482393844,1.002205,1.0,0.0005129552208569255
2714.890871246241,0.99991095,1.0,0.0005125739291333975
2714.8922600981737,1.0017016,1.0,0.0005121913111485465
2714.8936489501066,1.0005653,1.0,0.000511807395144448
2714.8950378020386,0.9989583,1.0,0.0005114222119708689
2714.896426654436,0.9981614,1.0,0.0005110357922479825
2714.8978155063687,1.0034689,1.0,0.0005106481619436831
2714.8992043583016,1.0030117,1.0,0.0005102593418948587
2714.900593210233,1.000429,1.0,0.00050986936014219
2714.9019820621647,0.9959286,1.0,0.0005094782523320518
2714.903370914562,0.9993369,1.0,0.0005090860525471808
2714.904759766495,1.0029243,1.0,0.0005086927836359667
2714.9061486184273,1.0019598,1.0,0.0005082984639781518
2714.9075374703602,1.0025569,1.0,0.0005079031179560101
2714.908926322292,0.99932826,1.0,0.0005075067760160756
2714.9103151746895,1.0036559,1.0,0.0005071094734763193
